filename,theme_and_logic,reason_for_theme_and_logic,creativity,reason_for_creativity,layout_and_composition,reason_for_layout_and_composition,space_and_perspective,reason_for_space_and_perspective,sense_of_order,reason_for_sense_of_order,light_and_shadow,reason_for_light_and_shadow,color,reason_for_color,details_and_texture,reason_for_details_and_texture,overall,reason_for_overall,mood,reason_for_mood,comment,painting_category,artistic_style,subject_matter
96a2e2f0a14f499599296b4538a9ef63.jpg,Average,,,,Good,,Average,The spatial sense of the image is insufficient,Average,,Average,the light and shadow effects are not obvious enough,Average,,Average,,Good,,Good,,"The spatial sense of the image is insufficient, and the light and shadow effects are not obvious enough. Further characterization is needed.",oil_painting,symbolism,landscapes
96ade23bfd904f368223920600302ad0.jpg,Very Good,,Good,,Good,,,,Good,,,,Good,,Good,,Good,,Good,,,oil_painting,romanticism,landscapes
96b73cb873ea4d03948f2aa85fd96984.png,,,,,Very Good,,Very Good,,,,Good,,Good,,Very Good,,Good,,,,,traditional_chinese_painting,meticulous,portraiture
96ba5383b9474cfc9a2bc19e5178a152.jpg,Average,,,,Good,"the overall picture is not well differentiated in terms of the front, middle, and back scenes",Average,"the overall picture is not well differentiated in terms of the front, middle, and back scenes",Average,,Below Average,,,,Average,,Average,the main subject is not fully depicted,Average,,"The overall picture is not well differentiated in terms of the front, middle, and back scenes, and the main subject is not fully depicted",sketching,classicism,landscapes
96c211bd67c9420dbcb41920deb8662d.jpg,Very Good,,Very Good,The creative technique of traditional Chinese painting is very innovative,Good,good design,,,Excellent,harmonious ink and lines,,,Very Good,,Excellent,,Very Good,A good sketch,,sense of atmosphere,"A good sketch with a sense of atmosphere, harmonious ink and lines, and a good design with a few issues. The creative technique of traditional Chinese painting is very innovative, highlighting the demeanor of the characters, and the whole character is very lively.",traditional_chinese_painting,freehand,portraiture
96c798623e9a49f1b4616d594f133176.jpg,Average,,Average,strong sense of creativity,Average,The composition is somewhat mediocre,,the sense of space is slightly lacking,Average,,,,Average,"some contrast in color, the overall appearance is relatively monotonous",Below Average,,Average,,Average,,"The composition is somewhat mediocre, with a strong sense of creativity. Although there is some contrast in color, the overall appearance is relatively monotonous, and the sense of space is slightly lacking",oil_painting,romanticism,landscapes
96cb1ac8c7884a08b647f551d5f4d51b.jpg,Very Good,,,,Very Good,,Good,,Very Good,,Good,,Good,,Good,,Very Good,,Good,,,oil_painting,classicism,still_life
96d88a470a494a0a9bba54174e55d59c.png,Excellent,,,,Very Good,the composition lacks aesthetic appeal,Very Good,there is no contrast between the virtual and real sizes before and after,Very Good,the order of the picture is orderly,Very Good,,Very Good,the background color and safflower color are too dark,Very Good,the arrangement of leaves is too consistent,Very Good,not coordinated enough,Good,,"The order of the picture is orderly, and the elements in the picture are concise, intuitive, and not lacking in richness. The composition lacks aesthetic appeal, the background color and safflower color are too dark, the arrangement of leaves is too consistent, and there is no contrast between the virtual and real sizes before and after, which is not coordinated enough.",traditional_chinese_painting,meticulous,floral_and_avian
96daa42c49874bdf8f7cdf43d442169d.jpg,Very Good,,Very Good,,Very Good,,,strong spatial sense,Very Good,,,,Very Good,"Harmonious colors, full color emotions",Good,"The details are delicately portrayed, with a good pen touch and a delicate texture",Very Good,,,rich visual layers,"Harmonious colors, strong spatial sense, rich visual layers, and full color emotions. The details are delicately portrayed, with a good pen touch and a delicate texture in the bold frame.",oil_painting,romanticism,portraiture
96dad4d7b3a945c59640b45d99bb7087.jpg,Good,,Good,,Good,,,,Very Good,,,,,,Good,,Good,,Good,,,sketching,romanticism,landscapes
96daef9e4e094083a6691add3b50cd73.png,Very Good,calligraphy and the picture complement each other,Very Good,,Very Good,The order of the picture is orderly,,,Very Good,The order of the picture is orderly,,,Very Good,,Very Good,without Bernian's use of thread and pen,Very Good,it's a good picture,,,"The order of the picture is orderly, and calligraphy and the picture complement each other. The elements in the picture are concise, intuitive, and rich. Withdrawal from Bernian, but without Bernian's use of thread and pen, it doesn't match, but it's a good picture",traditional_chinese_painting,freehand,portraiture
96e2d5e3aa924cae8b8889d46a6595b8.png,Good,,,,Average,,Average,,Average,,Good,,Average,,Average,"brushstrokes are also very beginner like, brushstrokes and transitions are not proficient",Average,"The picture is very simple, the content lacks completeness",Good,the screen lacks contrast between reality and virtuality,"The picture is very simple, and the brushstrokes are also very beginner like, with a very immature way of shaping. The screen lacks contrast between reality and virtuality, the content lacks completeness, and the brushstrokes and transitions are not proficient.",traditional_chinese_painting,meticulous,floral_and_avian
96ef5a47f22a497db129a635f12d4b6a.png,Good,,Good,,Good,,,,Good,The brushstrokes on the screen are very regular,,,Good,"the colors are also very standard, The color matching is natural and vivid, and the combination of ochre, floral blue, and ink is seamlessly integrated",Good,"The brushstrokes are bold, completely depicting the artistic conception of freehand brushwork",Good,"This picture is a masterpiece by everyone, It is a top-notch work",Very Good,"creating a strong sense of artistic conception, the artistic conception of freehand brushwork","The brushstrokes on the screen are very regular, and the colors are also very standard, creating a strong sense of artistic conception. This picture is a masterpiece by everyone. Overall, the brushstrokes are bold, completely depicting the artistic conception of freehand brushwork. The color matching is natural and vivid, and the combination of ochre, floral blue, and ink is seamlessly integrated. It is a top-notch work.",traditional_chinese_painting,freehand,mountains_and_water
96ef5c80dee54f23b88b4d2034e1218c.jpg,Good,,Good,,Good,,,,Good,,,,Good,,Good,,Good,,Average,,,oil_painting,romanticism,landscapes
96fca7b079f6450e827b48d8ea2ca93f.jpg,Very Good,,,,Very Good,,Good,,Good,,Good,,Good,,Good,,Good,,Good,,,oil_painting,classicism,still_life
9705918de2214a099f93f6a45cda8115.png,Good,,,,Average,,Average,,Average,,Average,,Average,,Average,,Average,,Average,,,traditional_chinese_painting,meticulous,floral_and_avian
97084ef2cdad4983a981f455e87a55a4.jpg,Very Good,,Good,,Good,The composition is somewhat mediocre,,the sense of space is slightly lacking,Good,the overall appearance is relatively monotonous,,,Good,there is some contrast in color,Good,,Good,the overall appearance is relatively monotonous,Good,,"The composition is somewhat mediocre, although there is some contrast in color, the overall appearance is relatively monotonous, and the sense of space is slightly lacking",oil_painting,romanticism,landscapes
9716ea998a9941018dba937768ecb99b.jpg,Average,,,,Average,clear structural depictions,Below Average,,Average,,Below Average,,,"The screen is clear in black, white, and gray, with delicate color transitions",Average,,Average,,Below Average,,"The screen is clear in black, white, and gray, with delicate color transitions and clear structural depictions",sketching,classicism,still_life
9719f0eb787044f78fa107c3f9b723d7.jpg,Good,,,,Average,The composition is average,Average,,Average,,Average,,Good,"the color relationship is also harmonious, and the contrast between cold and warm is not obvious enough",Good,,Good,,Average,making the picture lack a sense of atmosphere,"The composition is average, the color relationship is also harmonious, and the contrast between cold and warm is not obvious enough, making the picture lack a sense of atmosphere.",oil_painting,symbolism,still_life
9720c3642f5b46d8afe5337314125f2c.JPG,Average,,,,Average,,Average,,Average,,Average,,,,Average,,Average,,Average,,,sketching,symbolism,landscapes
9722852ddfaf4eecb7ca8c13d6b7de49.png,Good,,,,Average,,Average,,Average,,Average,,Average,,Average,,Average,,Average,,,oil_painting,symbolism,landscapes
9725fccb6c4748c98490a6466c9e1c1d.jpg,Very Good,,,,Very Good,,Very Good,,Very Good,,Very Good,excellent light and shadow effects,Very Good,natural colors,Very Good,natural and freehand brushstrokes,Very Good,,Very Good,,"The use of natural colors, excellent light and shadow effects, and natural and freehand brushstrokes.",oil_painting,symbolism,landscapes
9728ab8654b14a9e9540573d22c1f852.jpg,Average,,Poor,,Below Average,,,,Below Average,,,,,,Below Average,Insufficient portrayal of details and texture,Below Average,,Below Average,,Insufficient portrayal of details and texture,sketching,romanticism,still_life
972c8389bd684b0b8def819d5302bcef.png,,,,,Below Average,,Poor,,,,Poor,,Average,,Below Average,,Below Average,,,,,oil_painting,symbolism,portraiture
972de367ab9a4a62b56c5200ea904f29.jpg,Good,,,,Good,,Good,,Average,,Good,,,,Very Good,,Very Good,,Good,,,sketching,classicism,landscapes
972ef4dd3bea400eade2a86c6ac510c5.png,Very Good,,,,Good,,Good,,Good,,Good,,Very Good,,Very Good,,Very Good,,Good,,,traditional_chinese_painting,meticulous,floral_and_avian
9747352d4669493d81e487850722377b.png,Poor,,Poor,,Poor,,,,Below Average,,,,Poor,,Poor,,Poor,,Poor,,,oil_painting,romanticism,landscapes
97474023a3344dd2a69da8262bd898fa.jpg,,,,,Very Good,,Very Good,,,,Very Good,The appearance of lighting has better opened up the hierarchy,Very Good,,Good,,Very Good,the portrayal is insufficient,,,"The appearance of lighting has better opened up the hierarchy, but the portrayal is insufficient",oil_painting,classicism,portraiture
974e8c7e1ef546c68149d8fdaa78f17f.jpg,Average,,Good,,Good,The composition is relatively complete,,,Average,,,,Good,The harmonious combination of colors,Average,the details are well handled,Average,the main subject is prominent,Average,creates a warm and peaceful atmosphere,"The harmonious combination of colors creates a warm and peaceful atmosphere. The composition is relatively complete, the main subject is prominent, the colors are rich, and the details are well handled.",oil_painting,romanticism,still_life
974ec61b9c394200bdbc0873f85312af.jpg,Average,,,,Below Average,"The overall picture is not well differentiated in terms of the front, middle, and back scenes",Average,"The overall picture is not well differentiated in terms of the front, middle, and back scenes",Average,,Poor,,,,Poor,the main subject is not fully depicted,Below Average,The overall picture is not well differentiated,Below Average,,"The overall picture is not well differentiated in terms of the front, middle, and back scenes, and the main subject is not fully depicted",sketching,classicism,landscapes
974fc74e182d476f89779e23c1309e8e.png,Very Good,,,,Very Good,,Good,,Very Good,very regular,Very Good,,Very Good,stable and unified color tone,Very Good,a certain level of ink expression language,Very Good,,Very Good,"reflecting both virtual and real elements, the artistic conception is very strong","The screen has a stable and unified color tone, with a certain level of ink expression language, reflecting both virtual and real elements. The brushstrokes and colors are very regular, and the artistic conception is very strong.",traditional_chinese_painting,meticulous,mountains_and_water
97531e49b43847c5acd9c410b7084522.jpg,Average,,Below Average,,Below Average,,,,Average,,,,Average,,Below Average,,Average,,Below Average,,,oil_painting,romanticism,still_life
975723a6c95c4a3b8be8f7e2b314cb37.png,Poor,,,,Horrendous,,Horrendous,,Horrendous,,Horrendous,,Horrendous,,Horrendous,,Horrendous,,Horrendous,,,oil_painting,symbolism,still_life
975989a2342740b0860ca41d2d17d1a0.jpg,,,,,Very Good,,Excellent,,,,Excellent,,,,Excellent,,Excellent,,,,,sketching,classicism,portraiture
9761a93397e74a8e84da16a3f7d618d3.jpg,Good,,Very Good,,Very Good,,,,Very Good,,,,,,Good,,Good,,Very Good,,,sketching,romanticism,still_life
9776068d260f45e9b8321e10444fbade.png,Good,,Good,,Good,,,,Good,,,,Good,,Good,,Good,,Good,,,traditional_chinese_painting,freehand,floral_and_avian
9776f86d33d048f09b7b2c5e9547dc33.jpg,Below Average,,,,Below Average,,Below Average,"distinction between the front, middle, and back scenes is not clear enough",Below Average,,Below Average,,,,Below Average,,Below Average,The overall picture is not clear enough,Below Average,,"The overall picture is not clear enough, and the distinction between the front, middle, and back scenes is not clear enough. The main subject is also not fully depicted",sketching,classicism,landscapes
977bdf96978e4935aebbe9cb02648358.jpg,Average,,,,Good,,Average,,Good,,Good,,,,Average,,Good,,Average,,,sketching,classicism,landscapes
9794e0b544be4b6ab809cd784521a3eb.JPG,Good,,,,Good,,Good,,Good,,Good,,,,Good,,Good,,Average,,,sketching,symbolism,landscapes
979ad4be335842b48902094b68678bb4.jpg,Good,,Average,,Average,,,,Average,,,,Average,,Average,,Good,,Average,,,oil_painting,romanticism,still_life
979b2f7afad2444e8411491975f07d77.jpg,Good,,,,Average,,Average,,Average,,Good,,Good,,Good,,Good,,Good,,,oil_painting,classicism,still_life
97a0318df54447ffa85876ecf2ec0035.jpg,,,,,Very Good,,Very Good,,,,Very Good,,Good,,Very Good,,Good,,,,,oil_painting,classicism,portraiture
97a050c2473f46708901c22cde16ece5.jpg,Below Average,the central point is lacking in content,,,Poor,There is no distinction between the main and secondary content,Poor,,Poor,There is no distinction between the main and secondary content,Below Average,,Below Average,the color scheme is single,Poor,the cherry blossom petals are not precise,Poor,the central point is lacking in content,Poor,,"There is no distinction between the main and secondary content, the cherry blossom petals are not precise, the color scheme is single, and the central point is lacking in content",oil_painting,classicism,landscapes
97b7914e44964f87b598a4b1914bcb85.png,,,,,Very Good,,Very Good,,,,Good,,Good,,Very Good,,Very Good,,,,,traditional_chinese_painting,meticulous,portraiture
97bc3ccddc3e432e9d7c11f1a074251a.png,Below Average,,,,Below Average,,Below Average,,Below Average,,Below Average,,Below Average,,Below Average,,Below Average,,Poor,,,oil_painting,symbolism,landscapes
97bd415dbc354603a6bd29274bc34aab.png,Below Average,,,,Below Average,,Below Average,,Below Average,,Below Average,,Below Average,,Poor,,Below Average,,Poor,,,oil_painting,classicism,still_life
97cd0937e81245b487ef7161224e6fe1.jpg,Average,,Average,,Average,,,,Average,,,,,,Average,,Average,,Good,,,sketching,romanticism,still_life
97d4ba8a737c41729d89d25be2244114.jpg,Very Good,,,,Very Good,,Very Good,,Very Good,,Very Good,,Very Good,,Very Good,,Very Good,,Very Good,,,oil_painting,classicism,still_life
97db33e198fe4e098937fa4aa099139b.jpg,,,,,Very Good,,Very Good,,,,Very Good,,Very Good,,Very Good,vivid and the emotional expression is profound and delicate,Very Good,,,deeply feel the emotional fluctuations and inner world of the characters in the painting,"The character images are vivid and the emotional expression is profound and delicate, allowing viewers to deeply feel the emotional fluctuations and inner world of the characters in the painting",oil_painting,symbolism,portraiture
97e4ce2859fe414cabd23de8f0e91282.png,Very Good,,Good,,Very Good,,,the handling of the distance relationship is also quite good,Very Good,The brushstrokes on the screen are very regular,,,Very Good,the colors are also very standard,Very Good,"The brushstrokes on the screen are very regular, the contrast between the depth of the strokes is harmonious",Good,This artwork is meticulously crafted,Very Good,"creating a strong sense of artistic conception, emphasizing the artistic conception and interest","The brushstrokes on the screen are very regular, and the colors are also very standard, creating a strong sense of artistic conception. This artwork is meticulously crafted, emphasizing the artistic conception and interest. The contrast between the depth of the strokes is harmonious, and the handling of the distance relationship is also quite good.",traditional_chinese_painting,freehand,mountains_and_water
97f1a8ba7e3646ce8049d9b8ee409529.jpg,Poor,,Poor,,Poor,The screen lacks visual focus,,,Poor,The lines are rough and lack delicacy,,"The lighting and shadow effects are chaotic, without clearly showing the direction and intensity of the light",,,Horrendous,"The lines are rough and lack delicacy, The lack of details",Horrendous,The lack of details makes the picture appear hollow,Poor,,"The screen lacks visual focus. The lines are rough and lack delicacy. The lighting and shadow effects are chaotic, without clearly showing the direction and intensity of the light. The lack of details makes the picture appear hollow.",sketching,romanticism,landscapes
97f1ec483c5f4847922efa106abc3fef.jpg,,,,A very innovative technique for creating traditional Chinese painting,Good,,Good,,,,Average,,Good,,Good,highlighting the expressions of the characters,Good,making the entire character very lively,,,"A very innovative technique for creating traditional Chinese painting, highlighting the expressions of the characters, making the entire character very lively.",traditional_chinese_painting,meticulous,portraiture
97fac1699bc94a9592b46b77c3ed444e.jpg,Good,,Average,,Average,,,,Good,,,,Good,,Average,,Good,,Good,,,oil_painting,romanticism,landscapes
980a12528c1d4e8d9adabc2095816f5e.jpg,Good,,,,Good,,Average,,Good,,Good,,,,Good,,Good,,Average,,,sketching,classicism,still_life
980f3d1c5c4f45ad960ef53b6256dc96.png,Below Average,,Poor,,Poor,,,,Below Average,,,,Horrendous,,Poor,,Below Average,,Poor,,,oil_painting,romanticism,landscapes
9814c479d65e426c94189f16871797ec.jpg,Excellent,,Excellent,,Excellent,,,strong sense of space,Excellent,,,,Very Good,full color emotions,Excellent,rich layers of the picture,Excellent,The artistic conception of the picture is very good,,,"The artistic conception of the picture is very good, with a strong sense of space, rich layers of the picture, and full color emotions.",oil_painting,romanticism,portraiture
98196340a990410781f3c2691a0c146c.jpg,Good,,Average,,Average,,,,Good,,,,,,Average,,Good,,Average,,,sketching,romanticism,still_life
981c5e23f556413b8dfe12024e6a539e.png,Good,,Average,,Average,,,,Good,,,,Average,,Average,,Good,,,,,oil_painting,romanticism,portraiture
9820eada5a944dde87bf23d8eb8d57c2.jpg,Average,have a sense of story,,,Below Average,,Average,,Below Average,,Below Average,,Good,use a lot of bright colors,Below Average,rich details,Below Average,make the entire painting eye-catching,Average,,"The flowers use a lot of bright colors to make the entire painting eye-catching and have a sense of story, with rich details",oil_painting,classicism,still_life
98233e8ce9ff4c9d99b898b7fd0df9d8.jpg,Very Good,,Good,,Good,,,,Good,,,,Very Good,,Average,,Good,,Very Good,,,oil_painting,romanticism,still_life
982c69bb8849477fafde30d13c10adc9.jpg,,,,,Excellent,,Excellent,,,,Excellent,,Excellent,,Very Good,,Excellent,The charm and temperament of the characters are perfectly presented,,making people feel as if they are in the world of the painting,"The charm and temperament of the characters are perfectly presented, making people feel as if they are in the world of the painting",oil_painting,symbolism,portraiture
983622cde4a045a192a43d7c0fc921f2.jpg,,,,,Below Average,,Poor,The perspective of the screen is incorrect,,,Poor,lacking detailed depiction and light and shadow expression,,,Poor,"the expression of the characters is slightly simple, lacking detailed depiction",Poor,,,,"The perspective of the screen is incorrect, and the expression of the characters is slightly simple, lacking detailed depiction and light and shadow expression",sketching,classicism,portraiture
9837ffb3b9ec4f49bb3bdb1341416a6c.png,Good,,Good,,Good,,,,Good,,,,Good,,Good,,Good,,,,,traditional_chinese_painting,freehand,portraiture
983a160256a44f448c555fd8551eef72.jpg,Average,,Average,,Average,,,,Good,,,,Average,,Average,,Good,,Average,,,oil_painting,romanticism,landscapes
983e6f511f3f4ebabee352c1b91d1619.png,Poor,,,,Poor,,Horrendous,,Poor,,Horrendous,,Horrendous,,Horrendous,,Poor,,Poor,,,traditional_chinese_painting,meticulous,floral_and_avian
984010441e4343e2abd063cfa585f6c7.jpg,Average,,Average,,Average,the screen layout still needs optimization,,,Good,,,the light and shadow processing is relatively simple,,the black and white contrast is not prominent enough,Below Average,the details are not rich enough,Average,the overall effect is average,Good,,"The screen layout still needs optimization, the black and white contrast is not prominent enough, the light and shadow processing is relatively simple, the details are not rich enough, and the overall effect is average.",sketching,romanticism,landscapes
9842152120284e078e400bc013f5eea6.jpg,Average,,,,Below Average,there is no distinction between the main and secondary content,Below Average,,Average,,Average,,Average,"the colors of trees and grasslands are not distinguished, the color scheme is single",Below Average,,Below Average,the central point lacks content,Average,,"There is no distinction between the main and secondary content, the colors of trees and grasslands are not distinguished, the color scheme is single, and the central point lacks content",oil_painting,classicism,landscapes
984f095cd6e54a0e9995d9df2ad8ca0a.jpg,Very Good,,,,Good,,Very Good,,Very Good,,Good,,Very Good,,Very Good,,Good,,Good,,,oil_painting,symbolism,still_life
98524655268b487f8b99ea3272dd0629.png,Good,,Average,,Average,,,,Average,,,,Average,,Below Average,,Average,,,,,oil_painting,romanticism,portraiture
98595ae974b54afd93615e95ee96d273.jpg,Average,,,,Average,,Average,"lack of differentiation between the front, middle, and back scenes",Average,,Below Average,,,,Below Average,The overall blurriness of the image,Below Average,insufficient portrayal of the subject,Below Average,,"The overall blurriness of the image, the lack of differentiation between the front, middle, and back scenes, as well as the insufficient portrayal of the subject, is not sufficient",sketching,classicism,landscapes
986d13d42afb445b8a4ea43251798e40.jpg,Very Good,,,,Good,,Good,spatial hierarchy is also sufficient,Good,,Good,,Good,The color scheme is rich,Very Good,,Good,lacking a finishing touch,Good,,"The color scheme is rich, and the spatial hierarchy is also sufficient, lacking a finishing touch.",oil_painting,symbolism,still_life
9870741ffd6d42e4983976f8fabe7e57.jpg,Very Good,,Very Good,,Very Good,,,,Very Good,,,,,,Very Good,,Very Good,,Very Good,,,sketching,romanticism,still_life
9873b28e11ad44aaa1c93648d0701532.jpg,Good,,Good,The creative expression of the image is expressed,Average,,,,Average,relationship processing is relatively simple,,,,,Good,the details of the image are relatively rough,Average,,,,"The creative expression of the image is expressed, but the details of the image are relatively rough and the relationship processing is relatively simple.",sketching,romanticism,portraiture
9877673ea6b649bca03eaee76e878c88.jpg,,,,,Good,,Good,,,,Good,the light and shadow expressions are brilliant,,,Good,the details are brilliantly depicted,Good,,,,"The character's facial features are well portrayed, the details are brilliantly depicted, the surrounding expressions are slightly sloppy, and the light and shadow expressions are brilliant",sketching,classicism,portraiture
9882e26a2eb5416d81f0c8f1ecfbc7b4.png,Good,,Good,,Average,,,,Average,,,,Good,,Average,,Average,,Average,,,traditional_chinese_painting,freehand,floral_and_avian
98866148661d4a39b6c0c520d23ddbef.jpg,Very Good,,,,Good,,Very Good,,Very Good,,Very Good,,Good,,Very Good,,Very Good,,Good,,,oil_painting,symbolism,still_life
989a16996f4649268203045e301878ee.jpg,Average,,Below Average,,Below Average,,,,Average,,,,Below Average,,Below Average,,Average,,Below Average,,,oil_painting,romanticism,still_life
989a46885a474b19a02846c6dc032c2d.jpg,Good,,,,Average,Visual center point offset,Average,,Good,,Good,,Average,retro and exquisite color matching,Average,"lack of detail portrayal, adding details",Average,,Average,,"Visual center point offset, retro and exquisite color matching, lack of detail portrayal, adding details",oil_painting,classicism,landscapes
98a0c2c7ff064a1ba38135cfb87fd657.jpg,Average,,Good,,Good,,,,Average,,,,Average,Uniform color tone,Average,lack of details in character shaping,Good,The artistic conception of the picture is very good,,The artistic conception of the picture is very good,"The artistic conception of the picture is very good, and the main body forms color blocks. Uniform color tone and lack of details in character shaping.",oil_painting,romanticism,portraiture
98a3bceb668a4d398a27e560334815c3.jpg,Excellent,,Excellent,,Excellent,,,,Excellent,,,,,,Excellent,,Very Good,,Very Good,,,sketching,romanticism,still_life
98b051de209a4de7bc56c785535d5f31.png,,,,,Very Good,,Good,,,,Good,,Good,,Very Good,,Very Good,,,,,traditional_chinese_painting,meticulous,portraiture
98b34d3822f04d50b41dccf50b2dfbb6.jpg,Average,,Average,,Average,,,,Average,,,,,,Below Average,,Average,,Average,,,sketching,romanticism,still_life
98c3f3ac8d0f4536a8b44e2ec3ac0f5b.png,Average,,,,Average,,Below Average,,Average,,Average,,Below Average,,Average,,Average,,Below Average,,,oil_painting,symbolism,still_life
98c6063c2818446093fce184a21fdebd.jpg,Good,,,,Good,lacks a visual center,Good,,Average,,Average,unclear brightness and darkness,Average,single tree colors,Average,lack of details in the depiction,Good,,Good,,"The picture lacks a visual center, with unclear brightness and darkness, single tree colors, and lack of details in the depiction",oil_painting,classicism,landscapes
98c7d7c19d2b4cf89a35550d788c7377.jpg,Poor,,,,Poor,The elements in the picture are separated from each other without any connection,Poor,"The background and rear objects are too prominent, grabbing the visual center",Poor,,Poor,does not conform to the laws of light and shadow,Poor,the use of colors is not very familiar,Poor,,Poor,,Horrendous,,"The elements in the picture are separated from each other without any connection, the use of colors is not very familiar and does not conform to the laws of light and shadow. The background and rear objects are too prominent, grabbing the visual center",oil_painting,classicism,still_life
98e479e39b2a422f8f59caf6551080ec.png,Average,the theme is clear,,,Below Average,lacks composition,Below Average,lacks spatial sense,Average,,Average,,Average,the ink used is somewhat unfamiliar,Average,the overall depiction is delicate,Average,The picture is very simple,Average,,"The picture is very simple, and the brushstrokes are also very beginner like, with a very immature way of shaping. The overall depiction is delicate and the theme is clear, but lacks composition and spatial sense, and the ink used is somewhat unfamiliar.",traditional_chinese_painting,meticulous,floral_and_avian
98eae2dc8829446ebac8e55a92102ffe.jpg,Good,,,,Very Good,,Good,,Good,,Very Good,,,,Good,,Good,,Average,,,sketching,classicism,still_life
98ec6adace704839874e1a4dcf0feda1.jpg,Very Good,,,,Good,the composition is rigorous,Good,,Good,the proportion is harmonious,Very Good,,Good,,Very Good,the portrayal of characters and scenery is exquisite,Very Good,The content is rich in storytelling,Good,,"The content is rich in storytelling, the composition is rigorous and the proportion is harmonious, and the portrayal of characters and scenery is exquisite",oil_painting,classicism,landscapes
98eefd302ef94844afa2410b79567c50.jpg,Very Good,,,,Very Good,the composition of the picture is relatively reasonable,Very Good,,Good,,Very Good,reflecting reflections,,,Good,"The brushstrokes on the screen are too stiff, details are slightly insufficient",Very Good,,Very Good,,"The brushstrokes on the screen are too stiff, the composition of the picture is relatively reasonable, and the details are slightly insufficient, reflecting reflections",sketching,symbolism,landscapes
98f1d94069cb48c09d4e9ceaf158e599.jpg,,,,,Very Good,,Very Good,,,,Very Good,the contrast and changes of light and shadow are not natural and realistic enough,Very Good,harmonious and unified color combination,Very Good,,Very Good,makes the entire painting full of vitality and energy,,,"The harmonious and unified color combination makes the entire painting full of vitality and energy, and the contrast and changes of light and shadow are not natural and realistic enough",oil_painting,symbolism,portraiture
98f3f56fb32e49418a4b1c0ab9b1b184.jpg,Very Good,,,,Good,The composition is rigorous and complete,Very Good,,Very Good,,Very Good,,Very Good,retro color schemes,Very Good,exquisite portrayal of characters and scenery,Very Good,rich content,Very Good,,"The composition is rigorous and complete, with rich content, exquisite portrayal of characters and scenery, and retro color schemes",oil_painting,classicism,landscapes
98f8198668a641ee9591bbc7f4f857be.jpg,,,,,Very Good,,Very Good,,,,Very Good,,,,Very Good,,Very Good,,,,,sketching,classicism,portraiture
98fc947fbafb484687909cf729e402b4.png,Good,,,,Good,,Average,,Average,,Average,,Good,,Good,,Good,,Average,,,traditional_chinese_painting,meticulous,floral_and_avian
9906ee7c5a604aa5b8f7eb7410be799c.jpg,Good,,,,Good,,Good,,Good,,Good,,,,Good,,Very Good,,Good,,,sketching,classicism,landscapes
9906f4e3d8f547328c8c8af445f5053a.jpg,Very Good,,,,Very Good,,Very Good,,Very Good,,Excellent,,,,Excellent,,Excellent,,Excellent,,,sketching,classicism,landscapes
9907a942b3af46c7b1bf5f866d218cb5.jpg,,,,,Average,,Good,accurate perspective,,,Good,,,,Average,brilliant details,Good,The character's demeanor is portrayed very well,,,"The character's demeanor is portrayed very well, with accurate perspective and brilliant details",sketching,classicism,portraiture
991abdf9756047ba90d1279c588c8e8c.png,Poor,,,,Poor,,Horrendous,,Poor,,Poor,,Poor,,Poor,,Poor,,Poor,,,traditional_chinese_painting,meticulous,mountains_and_water
9926ac4bdcff4989809e2559b475465a.jpg,,,,,Excellent,,Excellent,,,,Excellent,,Very Good,,Excellent,,Excellent,,,,,oil_painting,symbolism,portraiture
993405ecc06f4171b3f7eceab3b7cd58.png,,,,,Good,,Good,,,,Good,,,,Good,,Very Good,,,,,sketching,classicism,portraiture
993a1a1fbea042b3aa4e54d833299465.jpg,Good,,,,Good,,Average,,Good,,Average,,,,Good,,Good,,Good,,,sketching,classicism,landscapes
99438f36651a42f2a6174479eab1d8f1.jpg,Very Good,,Good,,Good,The composition is reasonable,,,Good,,,,Very Good,the color matching is harmonious,Good,"the brushstrokes are handled properly, which can better express the texture of the scenery, but may appear slightly monotonous in details",Good,,Very Good,,"The composition is reasonable, the color matching is harmonious, and the brushstrokes are handled properly, which can better express the texture of the scenery, but may appear slightly monotonous in details.",oil_painting,romanticism,landscapes
9948fb93e7be4e5a82717ba24b83ef12.png,,,,,Very Good,,Excellent,,,,Very Good,,Excellent,,Excellent,,Very Good,,,,,traditional_chinese_painting,meticulous,portraiture
994a40917ef44520aa98a58f37c1e529.jpg,,,,,Very Good,,Excellent,,,,Very Good,,Very Good,,Very Good,grasps the expressions and details of the characters very well,Excellent,,,make people feel the emotions and stories of the characters in the painting,"The painter grasps the expressions and details of the characters very well, as if they can make people feel the emotions and stories of the characters in the painting",oil_painting,symbolism,portraiture
9951ed9d44c541fc82cd5f3d24ae6b53.png,Very Good,,,,Very Good,The composition is full,Very Good,the spatial sense is layered,Very Good,the brushstrokes on the screen are very regular,Very Good,,Very Good,the color tone is stable but not ostentatious,Very Good,the details are rich,Very Good,,Excellent,creating a strong sense of artistic conception,"The composition is full, the details are rich, the color tone is stable but not ostentatious, and the spatial sense is layered, but the inscriptions affect the aesthetic and artistic conception of the picture. The brushstrokes on the screen are very regular, and the colors are also very standard, creating a strong sense of artistic conception.",traditional_chinese_painting,meticulous,mountains_and_water
